"source_id","name","contact_sheet","review_status","review_note"
"242","春雪小屋","contact-sheets/decorations/decoration-242.png","reviewed-ok",""
"243","春雪红栏","contact-sheets/decorations/decoration-243.png","reviewed-ok",""
"244","春雪小窝","contact-sheets/decorations/decoration-244.png","reviewed-ok",""
"245","世博家园背景","contact-sheets/decorations/decoration-245.png","reviewed-ok",""
"246","中国馆小屋","contact-sheets/decorations/decoration-246.png","reviewed-ok",""
"247","绿草红栏","contact-sheets/decorations/decoration-247.png","reviewed-ok",""
"248","红乐小窝","contact-sheets/decorations/decoration-248.png","reviewed-ok",""
"249","虎年新春背景","contact-sheets/decorations/decoration-249.png","reviewed-ok",""
"250","虎年大屋","contact-sheets/decorations/decoration-250.png","reviewed-ok",""
"251","新年红栏","contact-sheets/decorations/decoration-251.png","reviewed-ok",""
"252","新春狗窝","contact-sheets/decorations/decoration-252.png","reviewed-ok",""
"253","董衣草之恋背景","contact-sheets/decorations/decoration-253.png","reviewed-ok",""
"254","董衣草之恋大屋","contact-sheets/decorations/decoration-254.png","reviewed-ok",""
"255","董衣草之恋红栏","contact-sheets/decorations/decoration-255.png","reviewed-ok",""
"256","董衣草之恋狗窝","contact-sheets/decorations/decoration-256.png","reviewed-ok",""
"257","熊猫宝贝背景","contact-sheets/decorations/decoration-257.png","reviewed-ok",""
"258","熊猫宝贝大屋","contact-sheets/decorations/decoration-258.png","reviewed-ok",""
"259","熊猫宝贝红栏","contact-sheets/decorations/decoration-259.png","reviewed-ok",""
"260","熊猫宝贝狗窝","contact-sheets/decorations/decoration-260.png","reviewed-ok",""
"261","公益背景","contact-sheets/decorations/decoration-261.png","reviewed-ok",""
"262","公益大屋","contact-sheets/decorations/decoration-262.png","reviewed-ok",""
"263","公益围栏","contact-sheets/decorations/decoration-263.png","reviewed-ok",""
"264","公益狗窝","contact-sheets/decorations/decoration-264.png","reviewed-ok",""
"265","三亚背景","contact-sheets/decorations/decoration-265.png","reviewed-ok",""
"266","三亚大屋","contact-sheets/decorations/decoration-266.png","reviewed-ok",""
"267","三亚围栏","contact-sheets/decorations/decoration-267.png","reviewed-ok",""
"268","三亚狗窝","contact-sheets/decorations/decoration-268.png","reviewed-ok",""
"269","绿色背景","contact-sheets/decorations/decoration-269.png","reviewed-ok",""
"270","绿色大屋","contact-sheets/decorations/decoration-270.png","reviewed-ok",""
"271","绿色围栏","contact-sheets/decorations/decoration-271.png","reviewed-ok",""
"272","绿色狗窝","contact-sheets/decorations/decoration-272.png","reviewed-ok",""
"273","心相印背景","contact-sheets/decorations/decoration-273.png","reviewed-ok",""
"274","心相印大屋","contact-sheets/decorations/decoration-274.png","reviewed-ok",""
"275","心相印围栏","contact-sheets/decorations/decoration-275.png","reviewed-ok",""
"276","心相印狗窝","contact-sheets/decorations/decoration-276.png","reviewed-ok",""
"277","QQ返利背景","contact-sheets/decorations/decoration-277.png","reviewed-ok",""
"278","QQ返利小屋","contact-sheets/decorations/decoration-278.png","reviewed-ok",""
"279","QQ返利围栏","contact-sheets/decorations/decoration-279.png","reviewed-ok",""
"280","QQ返利狗窝","contact-sheets/decorations/decoration-280.png","reviewed-ok",""
"400","新年快乐","contact-sheets/decorations/decoration-400.png","reviewed-ok",""
"401","新年小屋","contact-sheets/decorations/decoration-401.png","reviewed-ok",""
"402","新年围墙","contact-sheets/decorations/decoration-402.png","blocked-conflicting-source","conflicts-with-config-name-duplicates-95"
"403","新年狗窝","contact-sheets/decorations/decoration-403.png","reviewed-ok",""
"404","简单世界","contact-sheets/decorations/decoration-404.png","reviewed-ok",""
"405","简单小屋","contact-sheets/decorations/decoration-405.png","reviewed-ok",""
"406","简单围墙","contact-sheets/decorations/decoration-406.png","reviewed-ok",""
"407","简单狗窝","contact-sheets/decorations/decoration-407.png","reviewed-ok",""
"408","桃花源记","contact-sheets/decorations/decoration-408.png","reviewed-ok",""
"409","桃花小屋","contact-sheets/decorations/decoration-409.png","reviewed-with-note","完整轮廓含远离房屋主体的装饰元素，接入前需确认动画裁剪和锚点。"
"410","桃花围墙","contact-sheets/decorations/decoration-410.png","reviewed-ok",""
"411","桃花狗窝","contact-sheets/decorations/decoration-411.png","reviewed-ok",""
"412","星际地面","contact-sheets/decorations/decoration-412.png","reviewed-ok",""
"413","天外来客","contact-sheets/decorations/decoration-413.png","reviewed-ok",""
"414","外星栅栏","contact-sheets/decorations/decoration-414.png","reviewed-ok",""
"415","蛋壳狗窝","contact-sheets/decorations/decoration-415.png","reviewed-ok",""
"416","冰天雪地","contact-sheets/decorations/decoration-416.png","reviewed-ok",""
"417","雪原小屋","contact-sheets/decorations/decoration-417.png","reviewed-ok",""
"418","木质栅栏","contact-sheets/decorations/decoration-418.png","reviewed-ok",""
"419","别墅狗窝","contact-sheets/decorations/decoration-419.png","reviewed-ok",""
